year,key_mlbam,pitches,runs_all,runs_heart,runs_shadow,runs_chase,runs_waste,attempts,avg_hit_angle,anglesweetspotpercent,max_hit_speed,avg_hit_speed,ev50,fbld,gb,max_distance,avg_distance,avg_hr_distance,ev95plus,ev95percent,barrels,brl_percent,brl_pa,competitive_runs,sprint_speed,bbe,gb_rate,air_rate,fb_rate,ld_rate,pu_rate,pull_rate,straight_rate,oppo_rate,pull_gb_rate,straight_gb_rate,oppo_gb_rate,pull_air_rate,straight_air_rate,oppo_air_rate,bip,est_ba,est_ba_minus_ba_diff,est_slg,est_slg_minus_slg_diff,woba,est_woba,est_woba_minus_woba_diff,POS_1B,POS_2B,POS_3B,POS_C,POS_CF,POS_DH,POS_LF,POS_RF,POS_SS,POS_UNK,TEAM_108,TEAM_109,TEAM_110,TEAM_111,TEAM_112,TEAM_113,TEAM_114,TEAM_115,TEAM_116,TEAM_117,TEAM_118,TEAM_119,TEAM_120,TEAM_121,TEAM_133,TEAM_134,TEAM_135,TEAM_136,TEAM_137,TEAM_138,TEAM_139,TEAM_140,TEAM_141,TEAM_142,TEAM_143,TEAM_144,TEAM_145,TEAM_146,TEAM_147,TEAM_158
2023,646240,2579,22.96381486253422,-0.1083422210720033,-12.417126557193503,20.179885251275355,15.309398389524578,457,12.4,30.0,115.0,93.1,104.5,97.0,90.9,453,169,399.0,252,55.1,58,12.7,8.8,224,26.0,419,0.4272076372315035,0.5727923627684964,0.3007159904534606,0.2291169451073985,0.0429594272076372,0.3579952267303102,0.3794749403341289,0.2625298329355608,0.1861575178997613,0.18854415274463,0.0525059665871121,0.1718377088305489,0.1909307875894988,0.2100238663484487,457,0.282,-0.0109999999999999,0.539,-0.039,0.359,0.38,-0.021,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,641584,1420,7.440149251693632,0.9745065220479208,-9.614171136993903,8.176449456319146,7.903364410320474,266,16.5,38.0,111.7,84.6,97.1,88.5,82.4,419,172,384.0,82,30.8,17,6.4,4.5,137,28.0,142,0.3450704225352112,0.6549295774647886,0.2605633802816901,0.3028169014084507,0.0915492957746478,0.5,0.2816901408450704,0.2183098591549295,0.204225352112676,0.0915492957746478,0.0492957746478873,0.2957746478873239,0.1901408450704225,0.1690140845070422,266,0.261,-0.005,0.402,0.0409999999999999,0.338,0.328,0.01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,687952,936,3.196734563082805,-1.1259532313064375,-1.6300771485905972,3.471802064120893,2.480962878858938,153,18.6,38.6,111.8,90.3,101.9,95.8,85.1,428,192,403.0,74,48.4,16,10.5,6.6,64,27.6,100,0.39,0.61,0.3,0.18,0.13,0.47,0.32,0.21,0.25,0.1,0.04,0.2199999999999999,0.22,0.1699999999999999,153,0.27,0.0,0.476,0.001,0.346,0.346,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,660162,1390,-3.255624629325483,-4.491229771328658,-10.166491961561688,5.0236545902793,6.378442513285569,228,12.3,42.5,112.7,89.4,100.0,93.2,86.0,433,173,398.0,89,39.0,23,10.1,6.4,113,26.4,175,0.3657142857142857,0.6342857142857142,0.3371428571428571,0.2457142857142857,0.0514285714285714,0.48,0.3085714285714285,0.2114285714285714,0.2171428571428571,0.1085714285714285,0.04,0.2628571428571428,0.1999999999999999,0.1714285714285714,228,0.257,0.003,0.426,-0.001,0.315,0.314,0.001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2023,672820,628,-7.264464230732431,-5.282029555951535,-3.5678946656298254,-0.3815303039785355,1.966990294827465,128,14.1,30.5,107.5,89.4,98.8,93.6,86.1,404,168,389.0,49,38.3,10,7.8,5.8,58,27.6,395,0.3215189873417721,0.6784810126582279,0.2962025316455696,0.2911392405063291,0.0911392405063291,0.3620253164556962,0.379746835443038,0.2582278481012658,0.1620253164556962,0.1291139240506329,0.030379746835443,0.1999999999999999,0.250632911392405,0.2278481012658227,128,0.25,-0.0489999999999999,0.413,-0.065,0.241,0.29,-0.0489999999999999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2023,683734,2317,-2.952360842905883,-5.442748942134152,-14.679775203011308,8.141106797151712,9.029056505087873,439,11.2,30.3,111.7,90.6,101.7,95.7,87.2,437,163,394.0,204,46.5,37,8.4,6.0,207,25.5,333,0.4174174174174174,0.5825825825825826,0.2702702702702703,0.2522522522522522,0.06006006006006,0.3753753753753753,0.3813813813813814,0.2432432432432432,0.1951951951951951,0.1801801801801801,0.042042042042042,0.1801801801801801,0.2012012012012012,0.2012012012012012,439,0.252,0.006,0.427,0.002,0.321,0.319,0.002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2023,668670,1420,-6.047297132655672,-9.37703826093433,-8.724322285687297,6.275995553312844,5.77806786065312,216,14.7,40.3,109.1,90.4,100.4,95.5,84.1,414,185,396.0,98,45.6,26,12.0,7.1,108,27.2,87,0.425287356321839,0.5747126436781609,0.2413793103448276,0.2183908045977011,0.1149425287356321,0.4942528735632184,0.264367816091954,0.2413793103448276,0.2758620689655172,0.1149425287356321,0.0344827586206896,0.2183908045977011,0.1494252873563218,0.2068965517241379,216,0.227,-0.006,0.449,-0.005,0.312,0.321,-0.009,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,676694,1325,-8.353338745049902,-9.655232556341216,-9.950707768986147,5.1606724594840925,6.09192912079337,222,13.9,34.7,108.3,86.0,96.7,91.3,80.6,423,163,395.0,62,27.9,14,6.3,4.1,119,29.2,280,0.4892857142857142,0.5107142857142857,0.2035714285714285,0.2678571428571428,0.0392857142857142,0.3607142857142857,0.4214285714285714,0.2178571428571428,0.2464285714285714,0.1964285714285714,0.0464285714285714,0.1142857142857142,0.225,0.1714285714285714,222,0.213,0.014,0.357,0.025,0.297,0.283,0.014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,686681,1841,-13.142425770102829,-2.829848300466564,-22.57529142438528,7.322122710658614,4.940591244090334,334,19.7,38.0,110.3,88.6,99.5,92.0,86.2,441,185,401.0,132,39.5,26,7.8,5.6,125,27.3,224,0.3125,0.6875,0.3080357142857143,0.2544642857142857,0.125,0.4598214285714285,0.2901785714285714,0.25,0.2232142857142857,0.0803571428571428,0.0089285714285714,0.2366071428571428,0.2098214285714286,0.2410714285714285,334,0.26,-0.031,0.432,-0.0509999999999999,0.283,0.319,-0.036,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,624585,2315,19.03040837805144,3.1729612335272352,-12.63737244008464,16.02961672347606,12.465202861132848,367,17.8,36.5,114.8,91.3,103.1,96.1,86.7,468,195,411.0,176,48.0,55,15.0,9.5,159,26.6,188,0.4361702127659574,0.5638297872340425,0.2234042553191489,0.2393617021276596,0.101063829787234,0.4787234042553192,0.351063829787234,0.1702127659574468,0.2978723404255319,0.1170212765957446,0.0212765957446808,0.1808510638297872,0.2340425531914893,0.1489361702127659,367,0.262,-0.012,0.532,-0.02,0.361,0.374,-0.013,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2023,680777,1327,13.99270153524474,13.057007144414484,-13.706650199752476,8.394362648078136,6.247981942504605,199,17.2,33.2,117.4,90.5,101.8,95.4,85.7,465,177,406.0,85,42.7,23,11.6,6.9,91,26.5,316,0.3829113924050633,0.6170886075949368,0.2531645569620253,0.2753164556962025,0.0886075949367088,0.3481012658227848,0.3829113924050633,0.2689873417721519,0.1677215189873417,0.170886075949367,0.0443037974683544,0.180379746835443,0.2120253164556962,0.2246835443037974,199,0.233,0.043,0.432,0.0579999999999999,0.369,0.333,0.0359999999999999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2023,643396,1454,-8.459657917667334,-12.116149800493092,-10.520230997320803,9.816577546706592,4.360145333439968,260,7.2,33.5,109.6,88.8,99.1,90.6,88.6,404,139,376.0,102,39.2,8,3.1,2.2,149,27.7,360,0.5805555555555556,0.4194444444444444,0.1111111111111111,0.2444444444444444,0.0638888888888888,0.3777777777777777,0.3722222222222222,0.25,0.2722222222222222,0.225,0.0833333333333333,0.1055555555555555,0.1472222222222222,0.1666666666666666,260,0.254,-0.012,0.348,-0.0079999999999999,0.286,0.295,-0.009,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023,593428,2644,7.087026309408553,-6.316906118676031,-11.196068245184572,14.430424801122276,10.16957587214692,492,7.9,28.3,111.4,87.6,98.5,92.1,85.0,455,148,396.0,170,34.6,30,6.1,4.5,287,27.6,406,0.438423645320197,0.5615763546798029,0.2315270935960591,0.2684729064039409,0.0615763546798029,0.4236453201970443,0.3743842364532019,0.2019704433497537,0.2389162561576354,0.1600985221674876,0.0394088669950738,0.1847290640394088,0.2142857142857142,0.1625615763546798,492,0.255,0.0299999999999999,0.401,0.0389999999999999,0.343,0.318,0.025,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,666160,1149,0.4014313339093048,9.527021481047823,-8.190854899651427,-3.8099597983240585,2.875224550836992,198,19.7,38.9,110.5,89.0,100.3,92.8,86.3,429,197,402.0,76,39.2,25,12.6,7.7,81,28.6,327,0.3363914373088685,0.6636085626911314,0.3669724770642202,0.2599388379204893,0.036697247706422,0.4403669724770642,0.3333333333333333,0.2262996941896024,0.1926605504587156,0.1223241590214067,0.0214067278287461,0.2477064220183486,0.2110091743119266,0.2048929663608562,198,0.248,0.032,0.45,0.0449999999999999,0.339,0.308,0.031,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,682998,2431,29.786115655385903,5.30490032992463,-2.272634479934034,13.926377839106596,12.827471966288824,450,11.0,32.4,113.8,90.0,101.0,93.6,88.4,446,158,400.0,184,40.9,34,7.6,5.3,298,30.1,415,0.3566265060240964,0.6433734939759036,0.3204819277108434,0.2289156626506024,0.0939759036144578,0.4240963855421686,0.3518072289156626,0.2240963855421686,0.1951807228915662,0.1349397590361445,0.0265060240963855,0.2289156626506024,0.216867469879518,0.1975903614457831,450,0.268,0.0169999999999999,0.441,0.065,0.37,0.344,0.026,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,670156,605,-6.734328123495385,-4.590898970008599,-9.788955655676483,4.565265778670079,3.080260723519609,104,13.7,31.7,105.4,87.5,98.1,93.7,83.3,411,150,411.0,36,34.6,2,1.9,1.3,51,28.6,129,0.5116279069767442,0.4883720930232559,0.2093023255813953,0.2635658914728682,0.0155038759689922,0.2945736434108527,0.4031007751937984,0.3023255813953488,0.2015503875968992,0.2558139534883721,0.0542635658914728,0.0930232558139535,0.1472868217054263,0.2480620155038759,104,0.259,-0.018,0.356,-0.0549999999999999,0.275,0.302,-0.0269999999999999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,668715,2684,25.803869888847927,-0.6395110158922626,-1.9878567136249785,18.16270376390761,10.26853385445757,447,15.3,35.3,110.6,88.7,99.2,92.9,86.2,441,176,400.0,166,37.1,30,6.7,4.5,230,28.4,383,0.3524804177545692,0.6475195822454308,0.3028720626631854,0.237597911227154,0.1070496083550913,0.454308093994778,0.3342036553524804,0.2114882506527415,0.195822454308094,0.1331592689295039,0.0234986945169712,0.258485639686684,0.2010443864229765,0.1879895561357702,447,0.252,0.019,0.417,0.047,0.355,0.333,0.0219999999999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,686668,1591,-21.961466318593157,-7.248208249136058,-24.94160408841592,5.1179465670441,5.110399451914813,254,11.7,29.5,111.0,88.3,99.1,93.8,83.8,451,155,412.0,89,35.0,22,8.7,5.1,149,29.9,370,0.4648648648648649,0.5351351351351351,0.2594594594594595,0.2297297297297297,0.0459459459459459,0.4,0.3783783783783784,0.2216216216216216,0.2405405405405405,0.1918918918918919,0.0324324324324324,0.1594594594594594,0.1864864864864865,0.1891891891891892,254,0.2,0.003,0.344,-0.0009999999999999,0.257,0.258,-0.001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,678246,1204,-4.634678014211929,-9.40043417587336,-12.178561851594608,11.78804893391761,5.156269079338439,200,16.6,32.0,109.0,86.8,97.5,91.6,82.7,425,176,401.0,63,31.5,12,6.0,3.9,93,27.9,407,0.2899262899262899,0.7100737100737101,0.3513513513513513,0.253071253071253,0.1056511056511056,0.4054054054054054,0.3611793611793611,0.2334152334152334,0.1744471744471744,0.0909090909090909,0.0245700245700245,0.2309582309582309,0.2702702702702703,0.2088452088452088,200,0.21,-0.0149999999999999,0.353,0.014,0.295,0.304,-0.009,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,518934,2254,-3.83119255201336,-21.89253876308652,-1.3285978140517274,10.824553710558211,8.565390314566693,374,3.8,31.6,111.2,89.6,100.3,93.4,87.8,411,135,381.0,161,43.0,22,5.9,3.9,221,25.7,93,0.6021505376344086,0.3978494623655914,0.1505376344086021,0.2258064516129032,0.021505376344086,0.1505376344086021,0.4408602150537634,0.4086021505376344,0.1290322580645161,0.3118279569892473,0.1612903225806451,0.021505376344086,0.1290322580645161,0.2473118279569892,374,0.255,-0.012,0.393,-0.003,0.315,0.322,-0.007,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023,677594,2511,22.5574032337624,21.41408615290028,-19.32820910903605,8.428042141416872,12.043484048481304,481,8.5,31.8,116.7,92.7,104.1,96.5,90.1,454,158,394.0,250,52.0,57,11.9,8.0,281,29.6,502,0.4820717131474104,0.5179282868525896,0.2569721115537848,0.2111553784860557,0.049800796812749,0.3585657370517928,0.4083665338645418,0.2330677290836653,0.2211155378486055,0.2071713147410358,0.0537848605577689,0.1374501992031872,0.201195219123506,0.1792828685258964,481,0.274,0.001,0.475,0.01,0.347,0.345,0.002,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2023,641933,1042,0.1441006541740781,-3.186816168017194,-8.47016298480201,7.011452393453825,4.789627413539461,171,15.0,29.2,111.4,89.2,101.5,94.3,84.7,461,171,406.0,74,43.3,21,12.3,7.9,82,28.5,133,0.3157894736842105,0.6842105263157894,0.3759398496240601,0.1954887218045112,0.112781954887218,0.4736842105263157,0.3233082706766917,0.2030075187969924,0.2030075187969924,0.0977443609022556,0.0150375939849624,0.2706766917293233,0.225563909774436,0.18796992481203,171,0.246,-0.0149999999999999,0.445,-0.0419999999999999,0.313,0.334,-0.021,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2023,668227,2678,23.11060182376172,-14.40623108343134,-0.2825890065308838,20.881700957876102,16.917720955847866,400,11.3,31.8,114.3,91.7,102.1,96.1,88.9,448,168,401.0,193,48.4,49,12.3,7.5,210,28.4,427,0.4262295081967213,0.5737704918032787,0.2693208430913349,0.2131147540983606,0.0913348946135831,0.3302107728337236,0.4215456674473068,0.2482435597189695,0.1545667447306791,0.2224824355971897,0.0491803278688524,0.1756440281030444,0.1990632318501171,0.1990632318501171,400,0.239,0.015,0.431,-0.006,0.347,0.348,-0.001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2023,670042,1545,13.666179462326271,19.83398180982459,-23.010138323468183,6.1701993562609525,10.672136619708857,232,17.3,28.9,114.3,91.1,102.7,94.6,89.2,450,162,405.0,106,45.7,30,12.9,7.4,124,28.8,123,0.5284552845528455,0.4715447154471545,0.2276422764227642,0.2032520325203252,0.040650406504065,0.4715447154471545,0.3252032520325203,0.2032520325203252,0.3333333333333333,0.1544715447154471,0.040650406504065,0.1382113821138211,0.1707317073170731,0.1626016260162601,232,0.225,0.0239999999999999,0.437,0.0529999999999999,0.353,0.327,0.0259999999999999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2023,641598,1430,19.45505731949468,6.137828266433543,-8.161552540694151,15.741195680929252,5.737585912826051,214,20.5,35.5,113.2,90.0,101.0,94.0,84.5,457,195,411.0,90,42.1,27,12.6,7.8,95,25.7,177,0.3559322033898305,0.6440677966101696,0.3163841807909605,0.2203389830508474,0.1073446327683615,0.4576271186440678,0.3672316384180791,0.1751412429378531,0.2146892655367231,0.1242937853107344,0.0169491525423728,0.2429378531073446,0.2429378531073446,0.1581920903954802,214,0.255,0.015,0.493,0.007,0.374,0.365,0.009,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2023,621566,3092,59.42310771649516,14.868039316443076,-3.891264783266149,32.51306397228594,15.933269211032584,445,16.1,31.0,118.6,93.7,104.8,97.2,89.9,464,194,411.0,247,55.5,73,16.4,10.1,212,26.2,453,0.3973509933774834,0.6026490066225166,0.282560706401766,0.2472406181015452,0.0728476821192053,0.3664459161147902,0.3487858719646799,0.2847682119205298,0.2052980132450331,0.152317880794702,0.0397350993377483,0.1611479028697571,0.1964679911699779,0.2450331125827814,445,0.264,0.0189999999999999,0.558,0.0459999999999999,0.413,0.392,0.0209999999999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023,649966,741,-3.743321723437899,-13.34406510311435,-4.911538159400632,8.368599738629209,6.143681800447867,103,14.7,23.3,105.9,84.9,96.1,90.5,81.4,404,146,399.0,31,30.1,6,5.8,3.4,61,26.0,245,0.4408163265306122,0.5591836734693878,0.236734693877551,0.2081632653061224,0.1142857142857142,0.4,0.3836734693877551,0.2163265306122449,0.2,0.1714285714285714,0.0693877551020408,0.2,0.2122448979591836,0.1469387755102041,103,0.182,0.012,0.311,-0.012,0.298,0.297,0.001,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,673548,2445,16.257490733002136,-4.807568104767449,-9.43804619335856,21.376744333156044,9.1263606979722,392,10.8,36.5,114.6,91.4,102.2,94.2,89.6,432,170,399.0,188,48.0,41,10.5,7.0,181,28.5,415,0.3180722891566265,0.6819277108433736,0.3469879518072289,0.2578313253012048,0.0771084337349397,0.4192771084337349,0.3469879518072289,0.2337349397590361,0.1759036144578313,0.0987951807228915,0.0433734939759036,0.2433734939759036,0.2481927710843373,0.1903614457831325,392,0.283,0.002,0.469,0.016,0.358,0.357,0.001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,670770,2194,16.164771353185042,1.8153865474701232,-13.691106785126465,19.59523566139714,8.44525592944425,409,16.1,31.1,107.1,86.7,96.4,88.6,87.3,419,154,386.0,113,27.6,13,3.2,2.3,198,28.3,473,0.4228329809725158,0.5771670190274841,0.2156448202959831,0.2579281183932346,0.1035940803382663,0.452431289640592,0.361522198731501,0.1860465116279069,0.2431289640591966,0.1416490486257928,0.0380549682875264,0.2093023255813953,0.2198731501057082,0.1479915433403805,409,0.24,0.039,0.321,0.146,0.353,0.289,0.064,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,663898,696,-2.1491753680920604,-0.9578069112206812,-7.40489607902336,2.5812506273598843,3.6322769947921,137,4.8,35.8,111.0,88.3,99.7,91.2,86.7,454,149,419.0,55,40.1,15,10.9,7.8,87,26.3,70,0.4,0.6,0.3142857142857143,0.2428571428571428,0.0428571428571428,0.3857142857142857,0.3571428571428571,0.2571428571428571,0.2142857142857142,0.1571428571428571,0.0285714285714285,0.1714285714285714,0.2,0.2285714285714285,137,0.256,0.002,0.428,-0.0399999999999999,0.307,0.321,-0.014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,664728,1127,-12.554442710164846,-9.64849628302971,-11.033482134328976,4.335626910929898,3.791908796263941,236,14.6,32.2,110.6,89.4,99.3,92.6,88.9,418,165,403.0,94,39.8,13,5.5,4.2,126,27.6,310,0.5225806451612903,0.4774193548387097,0.1741935483870967,0.2129032258064516,0.0903225806451612,0.3612903225806451,0.4096774193548387,0.2290322580645161,0.2096774193548387,0.2354838709677419,0.0774193548387096,0.1516129032258064,0.1741935483870967,0.1516129032258064,236,0.247,-0.007,0.375,0.005,0.286,0.289,-0.003,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,642136,1241,-3.638723329238973,-4.941205592803497,-16.741326906991315,11.21624325970349,6.827565910852346,182,9.2,34.6,110.0,88.5,100.5,94.5,82.5,450,167,413.0,74,40.7,19,10.4,6.2,85,24.7,112,0.4375,0.5625,0.2410714285714285,0.2410714285714285,0.0803571428571428,0.4107142857142857,0.3482142857142857,0.2410714285714285,0.2321428571428571,0.1517857142857142,0.0535714285714285,0.1785714285714285,0.1964285714285714,0.1875,182,0.232,-0.018,0.408,-0.0679999999999999,0.295,0.331,-0.036,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,605141,2712,60.56968238500397,5.835778708356618,10.46168039083224,30.39539917660652,13.876824109208792,482,20.6,42.5,110.1,92.4,100.9,95.7,87.2,436,215,396.0,234,48.5,60,12.4,8.7,209,27.2,531,0.327683615819209,0.6723163841807909,0.3446327683615819,0.2674199623352166,0.0602636534839924,0.4293785310734463,0.3559322033898305,0.2146892655367231,0.1902071563088512,0.1016949152542373,0.0357815442561205,0.2391713747645951,0.2542372881355932,0.1789077212806026,482,0.294,0.013,0.563,0.016,0.416,0.407,0.009,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,642708,1979,-9.271299286412589,-1.3182691008471998,-20.06007081443352,5.675325012927008,6.431715615941117,414,7.6,33.8,110.5,88.3,99.5,92.2,87.1,408,148,379.0,163,39.4,14,3.4,2.6,256,29.4,151,0.4768211920529801,0.5231788079470199,0.2119205298013245,0.2450331125827814,0.0662251655629139,0.4304635761589404,0.3443708609271523,0.2251655629139073,0.2516556291390728,0.1655629139072847,0.0596026490066225,0.1788079470198675,0.1788079470198675,0.1655629139072847,414,0.271,-0.008,0.38,-0.002,0.297,0.305,-0.008,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,572191,1526,-3.4418400106482463,5.110216553214666,-17.292035020998963,4.087982960581506,4.651995496554565,229,13.4,30.1,114.3,88.1,101.4,94.3,82.4,468,167,404.0,87,38.0,31,13.5,8.0,120,28.7,191,0.3769633507853403,0.6230366492146596,0.3193717277486911,0.2198952879581152,0.0837696335078534,0.4136125654450261,0.3089005235602094,0.2774869109947644,0.2408376963350785,0.0994764397905759,0.0366492146596858,0.1727748691099476,0.2094240837696335,0.2408376963350785,229,0.222,-0.002,0.433,0.009,0.308,0.306,0.002,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2023,596146,1924,8.599098728092567,4.5482774826200245,-15.325591906127316,10.002213203388177,9.37419994821168,336,14.7,35.7,111.7,91.9,102.1,94.5,90.0,440,192,408.0,161,47.9,41,12.2,8.4,152,27.4,329,0.3617021276595745,0.6382978723404256,0.3282674772036474,0.2370820668693009,0.0729483282674772,0.4285714285714285,0.3556231003039514,0.21580547112462,0.2249240121580547,0.0972644376899696,0.0395136778115501,0.2036474164133738,0.2583586626139817,0.1762917933130699,336,0.271,-0.011,0.503,-0.019,0.348,0.362,-0.014,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2023,643446,2193,-7.344908875884924,-27.806653119192337,-7.270614416695006,17.93312909049677,9.799229569505597,526,14.4,31.9,109.0,86.0,96.0,89.7,84.7,400,154,376.0,144,27.4,7,1.3,1.1,238,27.4,350,0.3657142857142857,0.6342857142857142,0.2828571428571428,0.2714285714285714,0.08,0.4857142857142857,0.2971428571428571,0.2171428571428571,0.2171428571428571,0.1057142857142857,0.0428571428571428,0.2685714285714285,0.1914285714285714,0.1742857142857142,526,0.251,0.019,0.34,0.0379999999999999,0.314,0.294,0.02,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,682626,1622,1.652749601584705,-0.1054296501225361,-18.609491436815134,12.32575496390574,8.041915724616654,273,12.5,28.6,114.1,90.1,101.7,95.7,86.9,467,165,409.0,123,45.1,35,12.8,8.3,141,26.4,173,0.4971098265895953,0.5028901734104047,0.2369942196531791,0.2138728323699422,0.0520231213872832,0.3179190751445087,0.3757225433526011,0.3063583815028902,0.2254335260115607,0.2196531791907514,0.0520231213872832,0.0924855491329479,0.1560693641618497,0.2543352601156069,273,0.209,0.0,0.422,0.015,0.31,0.305,0.005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
